(25058.91168824544,24941.08831175456) 
(25058.91168824544,25058.91168824544) 
(25000.0,25096.0) 
(24896.0,25000.0) 
(24935.431457505067,24935.431457505067) 
(24946.745166004053,25053.254833995947) 
(25104.0,25000.0) 
(25064.568542494933,25064.568542494933) 
(25000.0,25104.0) 
(25064.568542494933,24935.431457505067) 
(25000.0,24896.0) 
(24888.0,25000.0) 
(24929.774603255573,24929.774603255573) 
(25112.0,25000.0) 
(24941.08831175456,25058.91168824544) 
(25070.225396744427,25070.225396744427) 
(25070.225396744427,24929.774603255573) 
(25000.0,24888.0) 
(24924.11774900608,24924.11774900608) 
(24880.0,25000.0) 
(24935.431457505067,25064.568542494933) 
(25120.0,25000.0) 
(25075.88225099392,25075.88225099392) 
(25075.88225099392,24924.11774900608) 
(25000.0,24880.0) 
(25000.0,25120.0) 
(24918.460894756587,24918.460894756587) 
(24929.774603255573,25070.225396744427) 
(25128.0,25000.0) 
(24872.0,25000.0) 
(25081.539105243413,25081.539105243413) 
(25000.0,24872.0) 
(25081.539105243413,24918.460894756587) 
(25000.0,25128.0) 
(24912.804040507093,24912.804040507093) 
(25136.0,25000.0) 
(24924.11774900608,25075.88225099392) 
(24864.0,25000.0) 
(25087.195959492907,25087.195959492907) 
(25000.0,24864.0) 
(24907.1471862576,24907.1471862576) 
(25087.195959492907,24912.804040507093) 
(25000.0,25136.0) 
(25092.8528137424,25092.8528137424) 
(25144.0,25000.0) 
(24856.0,25000.0) 
(24918.460894756587,25081.539105243413) 
(25000.0,24856.0) 
(25092.8528137424,24907.1471862576) 
(24901.490332008107,24901.490332008107) 
(25000.0,25144.0) 
(24848.0,25000.0) 
(24912.804040507093,25087.195959492907) 
(25098.509667991893,25098.509667991893) 
(25152.0,25000.0) 
(25000.0,24848.0) 
(24895.833477758613,24895.833477758613) 
(25098.509667991893,24901.490332008107) 
(25000.0,25152.0) 
(24840.0,25000.0) 
(24907.1471862576,25092.8528137424) 
(25160.0,25000.0) 
(25104.166522241387,25104.166522241387) 
(25000.0,24840.0) 
(24890.17662350912,24890.17662350912) 
(25104.166522241387,24895.833477758613) 
(25000.0,25160.0) 
(24832.0,25000.0) 
(24901.490332008107,25098.509667991893) 
(25000.0,24832.0) 
(25168.0,25000.0) 
(25109.82337649088,24890.17662350912) 
(25000.0,25168.0) 
5109.82337649088) 
(24884.519769259627,24884.519769259627) 
(24824.0,25000.0) 
(24895.833477758613,25104.166522241387) 
(25176.0,25000.0) 
(25000.0,24824.0) 
(24878.862915010133,24878.862915010133) 
(25115.480230740373,24884.519769259627) 
(25000.0,25176.0) 
(25115.480230740373,25115.480230740373) 
(24890.17662350912,25109.82337649088) 
(24816.0,25000.0) 
(25121.137084989867,24878.862915010133) 
(25000.0,24816.0) 
(24873.20606076064,24873.20606076064) 
(25184.0,25000.0) 
(25000.0,25184.0) 
(24884.519769259627,25115.480230740373) 
(25000.0,24808.0) 
(25126.79393923936,24873.20606076064) 
(24867.549206511147,24867.549206511147) 
(25192.0,25000.0) 
(25000.0,25192.0) 
(25126.79393923936,25126.79393923936) 
(24878.862915010133,25121.137084989867) 
(24800.0,25000.0) 
(25000.0,24800.0) 
(24861.892352261653,24861.892352261653) 
(25132.450793488853,24867.549206511147) 
(25000.0,25200.0) 
(25200.0,25000.0) 
(25132.450793488853,25132.450793488853) 
(24792.0,25000.0) 
(24873.20606076064,25126.79393923936) 
(24856.23549801216,24856.23549801216) 
(25000.0,24792.0) 
(25208.0,25000.0) 
(25000.0,25208.0) 
(25138.107647738347,24861.892352261653) 
(24784.0,25000.0) 
(25138.107647738347,25138.107647738347) 
(24850.578643762667,24850.578643762667) 
(24867.549206511147,25132.450793488853) 
(25000.0,24784.0) 
(25216.0,25000.0) 
(25143.76450198784,24856.23549801216) 
(25000.0,25216.0) 
(24776.0,25000.0) 
(25143.76450198784,25143.76450198784) 
(24861.892352261653,25138.107647738347) 
(24844.921789513173,24844.921789513173) 
(25000.0,24776.0) 
(25224.0,25000.0) 
(25149.421356237333,24850.578643762667) 
(25000.0,25224.0) 
(24768.0,25000.0) 
(25149.421356237333,25149.421356237333) 
(24839.26493526368,24839.26493526368) 
(24856.23549801216,25143.76450198784) 
(25155.078210486827,24844.921789513173) 
(25000.0,25232.0) 
(25155.078210486827,25155.078210486827) 
(24760.0,25000.0) 
(24833.608081014187,24833.608081014187) 
(25240.0,25000.0) 
(24850.578643762667,25149.421356237333) 
(25160.73506473632,24839.26493526368) 
(25000.0,25240.0) 
(25000.0,24760.0) 
(24752.0,25000.0) 
5160.73506473632) 
(25248.0,25000.0) 
(24827.951226764693,24827.951226764693) 
(24844.921789513173,25155.078210486827) 
(25166.391918985813,24833.608081014187) 
(25000.0,24752.0) 
(25000.0,25248.0) 
(25166.391918985813,25166.391918985813) 
(24839.26493526368,25160.73506473632) 
(25256.0,25000.0) 
(24822.2943725152,24822.2943725152) 
(25172.048773235307,24827.951226764693) 
(25000.0,24744.0) 
(24736.0,25000.0) 
(25000.0,25256.0) 
(25172.048773235307,25172.048773235307) 
(24816.637518265707,24816.637518265707) 
(24833.608081014187,25166.391918985813) 
(25264.0,25000.0) 
(25177.7056274848,24822.2943725152) 
(25000.0,24736.0) 
(25177.7056274848,25177.7056274848) 
(24728.0,25000.0) 
(25000.0,25264.0) 
(25272.0,25000.0) 
(24810.980664016213,24810.980664016213) 
(25183.362481734293,24816.637518265707) 
(24827.951226764693,25172.048773235307) 
(25183.362481734293,25183.362481734293) 
(25000.0,25272.0) 
(24720.0,25000.0) 
(25280.0,25000.0) 
(25000.0,24720.0) 
(25189.019335983787,24810.980664016213) 
(24805.32380976672,24805.32380976672) 
(25189.019335983787,25189.019335983787) 
(24822.2943725152,25177.7056274848) 
(25000.0,25280.0) 
(24712.0,25000.0) 
(25288.0,25000.0) 
(25000.0,24712.0) 
(25194.67619023328,24805.32380976672) 
(24799.666955517227,24799.666955517227) 
(24816.637518265707,25183.362481734293) 
(25194.67619023328,25194.67619023328) 
(25000.0,25288.0) 
(25296.0,25000.0) 
(24704.0,25000.0) 
(25000.0,24704.0) 
(25200.333044482773,24799.666955517227) 
(24794.010101267733,24794.010101267733) 
(24810.980664016213,25189.019335983787) 
(25000.0,25296.0) 
(25200.333044482773,25200.333044482773) 
(24696.0,25000.0) 
(25304.0,25000.0) 
(25000.0,24696.0) 
(25205.989898732267,24794.010101267733) 
(24805.32380976672,25194.67619023328) 
(25000.0,25304.0) 
4788.35324701824) 
(25205.989898732267,25205.989898732267) 
(24688.0,25000.0) 
(25312.0,25000.0) 
(24799.666955517227,25200.333044482773) 
(25211.64675298176,24788.35324701824) 
(25000.0,24688.0) 
(24782.696392768747,24782.696392768747) 
(25000.0,25312.0) 
(25211.64675298176,25211.64675298176) 
(24680.0,25000.0) 
(25320.0,25000.0) 
(25000.0,24680.0) 
(24794.010101267733,25205.989898732267) 
(24777.039538519253,24777.039538519253) 
(25217.303607231253,24782.696392768747) 
(24672.0,25000.0) 
(25000.0,25320.0) 
(25217.303607231253,25217.303607231253) 
(25328.0,25000.0) 
(25000.0,24672.0) 
(24771.38268426976,24771.38268426976) 
(24788.35324701824,25211.64675298176) 

(24664.0,25000.0) 
(25000.0,25328.0) 
(25222.960461480747,25222.960461480747) 
(25000.0,24664.0) 
(25336.0,25000.0) 
(25228.61731573024,24771.38268426976) 
(24782.696392768747,25217.303607231253) 
(24656.0,25000.0) 
(24765.725830020267,24765.725830020267) 
(25228.61731573024,25228.61731573024) 
(25000.0,25336.0) 
(25000.0,24656.0) 
(25344.0,25000.0) 
(25234.274169979733,24765.725830020267) 
(25234.274169979733,25234.274169979733) 
(25000.0,24648.0) 
(24648.0,25000.0) 
(25000.0,25344.0) 
(24760.068975770773,24760.068975770773) 
(25352.0,25000.0) 
(24777.039538519253,25222.960461480747) 
(25239.931024229227,24760.068975770773) 
(25239.931024229227,25239.931024229227) 
(25000.0,24640.0) 
(24640.0,25000.0) 
(25000.0,25352.0) 
(25360.0,25000.0) 
(24754.41212152128,24754.41212152128) 
(24771.38268426976,25228.61731573024) 
(25245.58787847872,25245.58787847872) 
(25000.0,24632.0) 
(25245.58787847872,24754.41212152128) 
(24632.0,25000.0) 
(25368.0,25000.0) 
(25000.0,25360.0) 
(25251.244732728213,25251.244732728213) 
(24765.725830020267,25234.274169979733) 
(24748.755267271787,24748.755267271787) 
(25251.244732728213,24748.755267271787) 
(25000.0,24624.0) 
(24624.0,25000.0) 
(25376.0,25000.0) 
(25000.0,25368.0) 
(24760.068975770773,25239.931024229227) 
(24743.098413022293,24743.098413022293) 
(25256.901586977707,25256.901586977707) 
(25000.0,24616.0) 
(25256.901586977707,24743.098413022293) 
(24616.0,25000.0) 
(25000.0,25376.0) 
(25384.0,25000.0) 
(24754.41212152128,25245.58787847872) 
(24737.4415587728,24737.4415587728) 
(25000.0,24608.0) 
(25262.5584412272,25262.5584412272) 
(24608.0,25000.0) 
(25000.0,25384.0) 
(25392.0,25000.0) 
(25262.5584412272,24737.4415587728) 
(24748.755267271787,25251.244732728213) 
(24731.784704523307,24731.784704523307) 
(25000.0,24600.0) 
(24600.0,25000.0) 
(25268.215295476693,25268.215295476693) 
(24743.098413022293,25256.901586977707) 
(25000.0,25392.0) 
(25400.0,25000.0) 
(25000.0,24592.0) 
24726.127850273813) 
(25268.215295476693,24731.784704523307) 
(25273.872149726187,25273.872149726187) 
(24592.0,25000.0) 
(24737.4415587728,25262.5584412272) 
(24720.47099602432,24720.47099602432) 
(25279.52900397568,25279.52900397568) 
(25273.872149726187,24726.127850273813) 
(25000.0,24584.0) 
(25000.0,25400.0) 
(24731.784704523307,25268.215295476693) 
(24584.0,25000.0) 
(25416.0,25000.0) 
(25000.0,24576.0) 
(25000.0,25408.0) 
(25285.185858225173,25285.185858225173) 
(24714.814141774827,24714.814141774827) 
(25279.52900397568,24720.47099602432) 
(24576.0,25000.0) 
(24726.127850273813,25273.872149726187) 
(25424.0,25000.0) 
(25000.0,25416.0) 
(24709.157287525333,24709.157287525333) 
(25290.842712474667,25290.842712474667) 
(25285.185858225173,24714.814141774827) 
(25000.0,24568.0) 
(24568.0,25000.0) 
(24720.47099602432,25279.52900397568) 
(25000.0,25424.0) 
(25296.49956672416,25296.49956672416) 
(25000.0,24560.0) 
(25000.0,25432.0) 
(24703.50043327584,24703.50043327584) 
(24560.0,25000.0) 
(25290.842712474667,24709.157287525333) 
(24714.814141774827,25285.185858225173) 
(25440.0,25000.0) 
(25302.156420973653,25302.156420973653) 
(25000.0,24552.0) 
(24552.0,25000.0) 
(25296.49956672416,24703.50043327584) 
(24697.843579026347,24697.843579026347) 
(25000.0,25440.0) 
(24709.157287525333,25290.842712474667) 
(25307.813275223147,25307.813275223147) 
(25000.0,24544.0) 
(25302.156420973653,24697.843579026347) 
(25456.0,25000.0) 
(24692.186724776853,24692.186724776853) 
(25000.0,25448.0) 
(24703.50043327584,25296.49956672416) 
(25313.47012947264,25313.47012947264) 
(24544.0,25000.0) 
(25000.0,24536.0) 
(25307.813275223147,24692.186724776853) 
(24686.52987052736,24686.52987052736) 
(25464.0,25000.0) 
(25000.0,25456.0) 
(24697.843579026347,25302.156420973653) 
(25319.126983722133,25319.126983722133) 
(25000.0,24528.0) 
(24536.0,25000.0) 
(25313.47012947264,24686.52987052736) 
(25472.0,25000.0) 
(24680.873016277867,24680.873016277867) 
(24692.186724776853,25307.813275223147) 
(25000.0,25464.0) 
(25000.0,24520.0) 
(24528.0,25000.0) 
(25324.783837971627,25324.783837971627) 
(25480.0,25000.0) 
(24675.216162028373,24675.216162028373) 
(25319.126983722133,24680.873016277867) 
(25000.0,25472.0) 
(24686.52987052736,25313.47012947264) 
(25000.0,24512.0) 
(25330.44069222112,25330.44069222112) 
(24520.0,25000.0) 
(25488.0,25000.0) 
(25324.783837971627,24675.216162028373) 
(24669.55930777888,24669.55930777888) 
(24680.873016277867,25319.126983722133) 
(25000.0,25480.0) 
(25000.0,24504.0) 
(25336.097546470613,25336.097546470613) 
(24512.0,25000.0) 
(25496.0,25000.0) 
(24663.902453529387,24663.902453529387) 
(25330.44069222112,24669.55930777888) 
(24675.216162028373,25324.783837971627) 
(25000.0,24496.0) 
(25000.0,25488.0) 
(25341.754400720107,25341.754400720107) 
(24504.0,25000.0) 
(25504.0,25000.0) 
(24658.245599279893,24658.245599279893) 
(24669.55930777888,25330.44069222112) 
(25336.097546470613,24663.902453529387) 
(25347.4112549696,25347.4112549696) 
(25000.0,25496.0) 
(24496.0,25000.0) 
(24652.5887450304,24652.5887450304) 
(25512.0,25000.0) 
(24663.902453529387,25336.097546470613) 
(25353.068109219093,25353.068109219093) 
(25000.0,24480.0) 
(25341.754400720107,24658.245599279893) 
(25000.0,25504.0) 
(24646.931890780907,24646.931890780907) 
(24488.0,25000.0) 
(25520.0,25000.0) 
(24658.245599279893,25341.754400720107) 
(25358.724963468587,25358.724963468587) 
(25000.0,24472.0) 
(25000.0,25512.0) 
(25347.4112549696,24652.5887450304) 
(24641.275036531413,24641.275036531413) 
(24480.0,25000.0) 
(25364.38181771808,25364.38181771808) 
(25000.0,25520.0) 
(25000.0,24464.0) 
(25528.0,25000.0) 
(25353.068109219093,24646.931890780907) 
(24472.0,25000.0) 
(24635.61818228192,24635.61818228192) 
(24646.931890780907,25353.068109219093) 
(25000.0,24456.0) 
(25536.0,25000.0) 
(25370.038671967573,25370.038671967573) 
(25358.724963468587,24641.275036531413) 
(25000.0,25528.0) 
(24629.961328032427,24629.961328032427) 
(24464.0,25000.0) 
(24641.275036531413,25358.724963468587) 
(25544.0,25000.0) 
(25375.695526217067,25375.695526217067) 
(25000.0,24448.0) 
(24624.304473782933,24624.304473782933) 
(25000.0,25536.0) 
(25364.38181771808,24635.61818228192) 
(24456.0,25000.0) 
(24635.61818228192,25364.38181771808) 
(25381.35238046656,25381.35238046656) 
(25552.0,25000.0) 
(25000.0,24440.0) 
(25000.0,25544.0) 
(24618.64761953344,24618.64761953344) 
(24448.0,25000.0) 
(25370.038671967573,24629.961328032427) 
(24629.961328032427,25370.038671967573) 
(25560.0,25000.0) 
(25000.0,24432.0) 
(25387.009234716053,25387.009234716053) 
(25000.0,25552.0) 
(24440.0,25000.0) 
(24612.990765283947,24612.990765283947) 
(25000.0,24424.0) 
(25568.0,25000.0) 
(25375.695526217067,24624.304473782933) 
(24624.304473782933,25375.695526217067) 
(25392.666088965547,25392.666088965547) 
(25000.0,25560.0) 
(24607.333911034453,24607.333911034453) 
(24432.0,25000.0) 
(25000.0,24416.0) 
(25576.0,25000.0) 
(24618.64761953344,25381.35238046656) 
(25381.35238046656,24618.64761953344) 
(25398.32294321504,25398.32294321504) 
(25000.0,25568.0) 
(24601.67705678496,24601.67705678496) 
(24424.0,25000.0) 
(25000.0,24408.0) 
(25584.0,25000.0) 
(24612.990765283947,25387.009234716053) 
(25403.979797464533,25403.979797464533) 
(25387.009234716053,24612.990765283947) 
(24416.0,25000.0) 
(25000.0,25576.0) 
(25000.0,24400.0) 
(25592.0,25000.0) 
(24596.020202535467,24596.020202535467) 
(25392.666088965547,24607.333911034453) 
(25409.636651714027,25409.636651714027) 
(24607.333911034453,25392.666088965547) 
(24408.0,25000.0) 
(25000.0,25584.0) 
(25000.0,24392.0) 
(25600.0,25000.0) 
(24590.363348285973,24590.363348285973) 
(25415.29350596352,25415.29350596352) 
(24601.67705678496,25398.32294321504) 
(25398.32294321504,24601.67705678496) 
(24400.0,25000.0) 
(25000.0,25592.0) 
(25608.0,25000.0) 
(25000.0,24384.0) 
(24584.70649403648,24584.70649403648) 
(25420.950360213013,25420.950360213013) 
(24596.020202535467,25403.979797464533) 
(25403.979797464533,24596.020202535467) 
(25000.0,25600.0) 
(25616.0,25000.0) 
(24392.0,25000.0) 
(25000.0,24376.0) 
(24590.363348285973,25409.636651714027) 
(25426.607214462507,25426.607214462507) 
(24579.049639786987,24579.049639786987) 
(25432.264068712,25432.264068712) 
027,24590.363348285973) 
(25624.0,25000.0) 
(25000.0,24368.0) 
(25437.920922961493,25437.920922961493) 
(25632.0,25000.0) 
(25000.0,24360.0) 
(24376.0,25000.0) 
(25000.0,25608.0) 
24573.392785537493) 
(24584.70649403648,25415.29350596352) 
(25415.29350596352,24584.70649403648) 
(24567.735931288,24567.735931288) 
(25640.0,25000.0) 
(24579.049639786987,25420.950360213013) 
(24368.0,25000.0) 
(25000.0,25616.0) 
(25443.577777210987,25443.577777210987) 
(25420.950360213013,24579.049639786987) 
(25000.0,24352.0) 
(24562.079077038507,24562.079077038507) 
(25648.0,25000.0) 
(25000.0,25624.0) 
(25449.23463146048,25449.23463146048) 
(24573.392785537493,25426.607214462507) 
(25000.0,24344.0) 
24573.392785537493) 
(24556.422222789013,24556.422222789013) 
(25454.891485709973,25454.891485709973) 
(25656.0,25000.0) 
(25432.264068712,24567.735931288) 
(25000.0,25632.0) 
32.264068712) 
(25000.0,24336.0) 
(25460.548339959467,25460.548339959467) 
(24550.76536853952,24550.76536853952) 
(24352.0,25000.0) 
(25664.0,25000.0) 
(25437.920922961493,24562.079077038507) 
(24562.079077038507,25437.920922961493) 
(25000.0,25640.0) 
(25000.0,24328.0) 
(25466.20519420896,25466.20519420896) 
(24545.108514290027,24545.108514290027) 
(25672.0,25000.0) 
(24344.0,25000.0) 
(25443.577777210987,24556.422222789013) 
(25000.0,25648.0) 
(24556.422222789013,25443.577777210987) 
(25000.0,24320.0) 
(25471.862048458454,25471.862048458454) 
(25680.0,25000.0) 
(24539.451660040533,24539.451660040533) 
(24336.0,25000.0) 
(25449.23463146048,24550.76536853952) 
(25000.0,24312.0) 
(24550.76536853952,25449.23463146048) 
(25477.518902707947,25477.518902707947) 
(25000.0,25656.0) 
(24533.79480579104,24533.79480579104) 
(25454.891485709973,24545.108514290027) 
(24328.0,25000.0) 
(25688.0,25000.0) 
(25000.0,25664.0) 
(24545.108514290027,25454.891485709973) 
(25000.0,24304.0) 
(25483.17575695744,25483.17575695744) 
(24528.137951541546,24528.137951541546) 
(25460.548339959467,24539.451660040533) 
(24320.0,25000.0) 
(25000.0,25672.0) 
(25696.0,25000.0) 
(25466.20519420896,24533.79480579104) 
(25488.832611206934,25488.832611206934) 
(24539.451660040533,25460.548339959467) 
(25000.0,24296.0) 
(24522.481097292053,24522.481097292053) 
(24312.0,25000.0) 
(25000.0,25680.0) 
(25704.0,25000.0) 
(25471.862048458454,24528.137951541546) 
(25494.489465456427,25494.489465456427) 
(25000.0,24288.0) 
(24304.0,25000.0) 
(25000.0,25688.0) 
4516.82424304256) 
(24533.79480579104,25466.20519420896) 
(25712.0,25000.0) 
(25500.14631970592,25500.14631970592) 
(25477.518902707947,24522.481097292053) 
(24296.0,25000.0) 
(24528.137951541546,25471.862048458454) 
(24511.167388793066,24511.167388793066) 
(25000.0,24280.0) 
(25000.0,25696.0) 
(25483.17575695744,24516.82424304256) 
(25505.803173955414,25505.803173955414) 
(25720.0,25000.0) 
(24288.0,25000.0) 
(24522.481097292053,25477.518902707947) 
(25000.0,25704.0) 
(25000.0,24272.0) 
(24505.510534543573,24505.510534543573) 
(25488.832611206934,24511.167388793066) 
(25511.460028204907,25511.460028204907) 
(24516.82424304256,25483.17575695744) 
(25000.0,25712.0) 
(24499.85368029408,24499.85368029408) 
(25728.0,25000.0) 
(24280.0,25000.0) 
517.1168824544) 
(25000.0,24264.0) 
(25494.489465456427,24505.510534543573) 
(24511.167388793066,25488.832611206934) 
(25000.0,25720.0) 
(24494.196826044586,24494.196826044586) 
(25522.773736703894,25522.773736703894) 
(25500.14631970592,24499.85368029408) 
(24272.0,25000.0) 
(24505.510534543573,25494.489465456427) 
(25000.0,24256.0) 
(25000.0,25728.0) 
(24488.539971795093,24488.539971795093) 
(25528.430590953387,25528.430590953387) 
(24264.0,25000.0) 
(25744.0,25000.0) 
(25000.0,24248.0) 
(24499.85368029408,25500.14631970592) 
(24482.8831175456,24482.8831175456) 
(25505.803173955414,24494.196826044586) 
(25000.0,25736.0) 
(25534.08744520288,25534.08744520288) 
(25752.0,25000.0) 
(24256.0,25000.0) 
(25000.0,24240.0) 
(24477.226263296106,24477.226263296106) 
(25511.460028204907,24488.539971795093) 
(24494.196826044586,25505.803173955414) 
(25539.744299452374,25539.744299452374) 
(25000.0,25744.0) 
(24248.0,25000.0) 
(25760.0,25000.0) 
(25000.0,24232.0) 
(24471.569409046613,24471.569409046613) 
(25517.1168824544,24482.8831175456) 
(24488.539971795093,25511.460028204907) 
(25545.401153701867,25545.401153701867) 
(24240.0,25000.0) 
(25000.0,25752.0) 
(25522.773736703894,24477.226263296106) 
(25768.0,25000.0) 
(24482.8831175456,25517.1168824544) 
(25000.0,24224.0) 
(24465.91255479712,24465.91255479712) 
(24232.0,25000.0) 
(25000.0,25760.0) 
(25551.05800795136,25551.05800795136) 
(25528.430590953387,24471.569409046613) 
(24477.226263296106,25522.773736703894) 
(24460.255700547626,24460.255700547626) 
(25000.0,24216.0) 
(24224.0,25000.0) 
(25000.0,25768.0) 
(25556.714862200854,25556.714862200854) 
(25784.0,25000.0) 
(24471.569409046613,25528.430590953387) 
(25534.08744520288,24465.91255479712) 
(24216.0,25000.0) 
(25562.371716450347,25562.371716450347) 
(24454.598846298133,24454.598846298133) 
(25000.0,24208.0) 
(25000.0,25776.0) 
(25792.0,25000.0) 
(24465.91255479712,25534.08744520288) 
(24208.0,25000.0) 
(25568.02857069984,25568.02857069984) 
(25539.744299452374,24460.255700547626) 
(24448.94199204864,24448.94199204864) 
(25800.0,25000.0) 
(25000.0,24200.0) 
(25000.0,25784.0) 
(24460.255700547626,25539.744299452374) 
(24200.0,25000.0) 
(25573.685424949334,25573.685424949334) 
(25545.401153701867,24454.598846298133) 
(25808.0,25000.0) 
(25000.0,24192.0) 
(25000.0,25792.0) 
(24443.285137799146,24443.285137799146) 
(24192.0,25000.0) 
(24454.598846298133,25545.401153701867) 
(25579.342279198827,25579.342279198827) 
(25551.05800795136,24448.94199204864) 
(25816.0,25000.0) 
(24437.628283549653,24437.628283549653) 
(25000.0,25800.0) 
(25000.0,24184.0) 
(24184.0,25000.0) 
(24448.94199204864,25551.05800795136) 
(25584.99913344832,25584.99913344832) 
(25556.714862200854,24443.285137799146) 
(25824.0,25000.0) 
(24431.97142930016,24431.97142930016) 
(25000.0,25808.0) 
(24176.0,25000.0) 
(25000.0,24176.0) 
(24443.285137799146,25556.714862200854) 
(25562.371716450347,24437.628283549653) 
(25590.655987697814,25590.655987697814) 
(25832.0,25000.0) 
(24426.314575050666,24426.314575050666) 
(24168.0,25000.0) 
(25000.0,24168.0) 
(25000.0,25816.0) 
(24437.628283549653,25562.371716450347) 
(25568.02857069984,24431.97142930016) 
(25596.312841947307,25596.312841947307) 
(25000.0,24160.0) 
(24420.657720801173,24420.657720801173) 
(24160.0,25000.0) 
(25000.0,25824.0) 
(25573.685424949334,24426.314575050666) 
(24431.97142930016,25568.02857069984) 
(25601.9696961968,25601.9696961968) 
(24415.00086655168,24415.00086655168) 
(25000.0,24152.0) 
(25848.0,25000.0) 
(24152.0,25000.0) 
(25000.0,25832.0) 
(25607.626550446294,25607.626550446294) 
(24426.314575050666,25573.685424949334) 
(25579.342279198827,24420.657720801173) 
(24144.0,25000.0) 
(24409.344012302186,24409.344012302186) 
(25856.0,25000.0) 
(25000.0,24144.0) 
(25000.0,25840.0) 
(24420.657720801173,25579.342279198827) 
(25584.99913344832,24415.00086655168) 
(25613.283404695787,25613.283404695787) 
(24136.0,25000.0) 
(25000.0,25848.0) 
(24403.687158052693,24403.687158052693) 
(25000.0,24136.0) 
(24415.00086655168,25584.99913344832) 
(25590.655987697814,24409.344012302186) 
(24128.0,25000.0) 
(25618.94025894528,25618.94025894528) 
(24398.0303038032,24398.0303038032) 
(25872.0,25000.0) 
(25000.0,25856.0) 
(25000.0,24128.0) 
(24409.344012302186,25590.655987697814) 
(25624.597113194774,25624.597113194774) 
(24120.0,25000.0) 
(25596.312841947307,24403.687158052693) 
(25000.0,25864.0) 
(25880.0,25000.0) 
(25000.0,24120.0) 
(24392.373449553706,24392.373449553706) 
(25601.9696961968,24398.0303038032) 
(25630.253967444267,25630.253967444267) 
(24403.687158052693,25596.312841947307) 
(25000.0,25872.0) 
(25888.0,25000.0) 
(25000.0,24112.0) 
(25635.91082169376,25635.91082169376) 
(24398.0303038032,25601.9696961968) 
(24104.0,25000.0) 
(25000.0,25880.0) 
(24386.716595304213,24386.716595304213) 
(25607.626550446294,24392.373449553706) 
(25896.0,25000.0) 
(25000.0,24104.0) 
(25641.567675943254,25641.567675943254) 
(24096.0,25000.0) 
(25613.283404695787,24386.716595304213) 
(24392.373449553706,25607.626550446294) 
(24381.05974105472,24381.05974105472) 

(25000.0,24096.0) 
(25000.0,25888.0) 
(25904.0,25000.0) 
(25618.94025894528,24381.05974105472) 
(24088.0,25000.0) 
(24386.716595304213,25613.283404695787) 
(25000.0,24088.0) 
(25000.0,25896.0) 
(25912.0,25000.0) 
(25624.597113194774,24375.402886805226) 
(24375.402886805226,24375.402886805226) 
(24080.0,25000.0) 
5652.88138444224) 
(24381.05974105472,25618.94025894528) 
(24369.746032555733,24369.746032555733) 
(25000.0,24080.0) 
(25000.0,25904.0) 
(25920.0,25000.0) 
(25630.253967444267,24369.746032555733) 
(24072.0,25000.0) 
(24375.402886805226,25624.597113194774) 
(25658.538238691734,25658.538238691734) 
(25000.0,24072.0) 
(24364.08917830624,24364.08917830624) 
(25928.0,25000.0) 
